CustomerID,TOTAL_ORDERS,REVENUE,AVERAGE_ORDER_VALUE,CARRIAGE_REVENUE,AVERAGESHIPPING,FIRST_ORDER_DATE,LATEST_ORDER_DATE,AVGDAYSBETWEENORDERS,DAYSSINCELASTORDER,MONDAY_ORDERS,TUESDAY_ORDERS,WEDNESDAY_ORDERS,THURSDAY_ORDERS,FRIDAY_ORDERS,SATURDAY_ORDERS,SUNDAY_ORDERS,MONDAY_REVENUE,TUESDAY_REVENUE,WEDNESDAY_REVENUE,THURSDAY_REVENUE,FRIDAY_REVENUE,SATURDAY_REVENUE,SUNDAY_REVENUE,WEEK1_DAY01_DAY07_ORDERS,WEEK2_DAY08_DAY15_ORDERS,WEEK3_DAY16_DAY23_ORDERS,WEEK4_DAY24_DAY31_ORDERS,WEEK1_DAY01_DAY07_REVENUE,WEEK2_DAY08_DAY15_REVENUE,WEEK3_DAY16_DAY23_REVENUE,WEEK4_DAY24_DAY31_REVENUE,TIME_0000_0600_ORDERS,TIME_0601_1200_ORDERS,TIME_1200_1800_ORDERS,TIME_1801_2359_ORDERS,TIME_0000_0600_REVENUE,TIME_0601_1200_REVENUE,TIME_1200_1800_REVENUE,TIME_1801_2359_REVENUE
485,12,3953.92,329.49,46.92,3.91,3-Sep-16,6-Jun-21,144.75,141,3,0,2,2,1,3,1,664.98,0.00,497.98,875.98,156.99,1547.99,210.00,4,3,0,5,910.97,1000.97,0.00,2041.98,0,3,6,3,0.00,1082.99,2369.96,500.97
666,17,3566.69,209.81,53.89,3.17,7-Apr-18,6-Jun-21,68,141,1,2,1,3,1,6,3,207.99,456.99,96.99,876.68,684.00,1026.06,217.98,10,2,1,4,1622.73,628.49,684.00,631.47,0,2,5,10,0.00,520.19,918.07,2128.43
973,14,3060.25,218.59,33.95,2.43,4-Sep-18,6-Jun-21,71.86,141,2,5,2,4,0,0,1,469.99,1078.98,483.49,669.99,0.00,0.00,357.80,4,3,5,2,857.79,645.98,1121.48,435.00,3,3,7,1,670.98,587.80,1641.48,159.99
1212,18,2804.37,155.80,81.87,4.55,21-Jul-20,6-Jun-21,17.78,141,1,4,3,1,1,5,3,119.99,698.97,540.98,99.99,217.99,561.46,564.99,6,1,7,4,878.48,66.99,1408.94,449.96,3,8,6,1,591.98,1421.95,670.45,119.99
1219,24,2797.49,116.56,63.79,2.66,25-Jun-14,6-Jun-21,105.75,141,3,0,4,9,0,3,5,941.48,0.00,835.93,397.57,0.00,225.95,396.56,7,8,3,6,889.57,1151.62,311.37,444.93,6,0,10,8,535.91,0.00,587.40,1674.18
11836,19,1044.96,55.00,71.86,3.78,17-Apr-20,6-Jun-21,21.84,141,5,0,3,4,2,2,3,240.96,0.00,150.07,273.97,89.98,104.99,184.99,3,3,10,3,118.98,159.98,536.02,229.98,1,2,9,7,49.99,94.99,511.02,388.96
37067,4,530.98,132.75,9.98,2.50,16-Jan-15,6-Jun-21,583.25,141,0,0,0,2,1,0,1,0.00,0.00,0.00,135.48,197.50,0.00,198.00,2,0,2,0,288.49,0.00,242.49,0.00,0,0,3,1,0.00,0.00,485.99,44.99
1368,5,2677.28,535.46,81.98,16.40,17-Dec-20,5-Jun-21,34,142,1,0,0,1,1,1,1,198.19,0.00,0.00,879.80,882.99,2.01,714.29,2,0,1,2,716.30,0.00,879.80,1081.18,3,2,0,0,1083.19,1594.09,0.00,0.00
2118,15,2269.57,151.30,72.87,4.86,28-Dec-18,5-Jun-21,59.33,142,1,1,0,1,9,3,0,165.99,85.99,0.00,123.99,1454.62,438.98,0.00,5,4,0,6,1046.96,516.17,0.00,706.44,0,2,11,2,0.00,345.98,1678.60,244.99
12943,9,999.31,111.03,20.96,2.33,7-Feb-14,5-Jun-21,297.22,142,3,0,3,0,2,1,0,356.59,0.00,408.98,0.00,145.74,88.00,0.00,3,3,1,2,233.74,284.98,165.60,314.99,4,3,1,1,551.74,310.59,42.99,93.99
65518,3,341.99,114.00,6.99,2.33,26-May-14,5-Jun-21,855.67,142,2,0,0,0,0,1,0,230.00,0.00,0.00,0.00,0.00,111.99,0.00,1,1,0,1,111.99,70.00,0.00,160.00,0,1,1,1,0.00,111.99,70.00,160.00
78,31,7438.61,239.96,92.81,2.99,2-Feb-14,4-Jun-21,86.42,143,10,3,2,1,3,7,5,2643.32,606.48,927.00,102.99,138.98,1396.56,1623.28,8,7,10,6,1076.44,663.96,3690.15,2008.06,1,11,8,11,729.00,1713.63,2245.54,2750.44
2914,20,1987.82,99.39,90.82,4.54,7-Aug-18,4-Jun-21,51.6,143,4,4,2,0,4,4,2,442.97,362.96,169.98,0.00,366.96,510.97,133.98,9,3,2,6,744.91,430.98,223.98,587.95,0,5,11,4,0.00,395.95,1087.90,503.97
3151,11,1918.05,174.37,25.95,2.36,30-Nov-14,4-Jun-21,216.18,143,0,2,0,1,6,0,2,0.00,453.99,0.00,41.99,1194.08,0.00,227.99,4,0,2,5,217.58,0.00,338.99,1361.48,0,1,5,5,0.00,44.99,1126.59,746.47
3243,16,1893.84,118.37,76.84,4.80,10-May-18,4-Jun-21,70.06,143,1,3,2,1,4,0,5,156.99,272.97,228.98,53.99,512.96,0.00,667.95,4,8,1,3,484.96,948.92,108.99,350.97,0,6,8,2,0.00,906.94,788.92,197.98
65372,4,342.92,85.73,19.92,4.98,26-May-14,4-Jun-21,641.5,143,2,0,0,0,2,0,0,164.94,0.00,0.00,0.00,177.98,0.00,0.00,1,1,1,1,80.99,96.99,124.99,39.95,0,0,4,0,0.00,0.00,342.92,0.00
90714,4,252.97,63.24,13.97,3.49,1-Mar-14,4-Jun-21,663,143,0,0,0,0,2,2,0,0.00,0.00,0.00,0.00,127.98,124.99,0.00,2,0,0,2,64.99,0.00,0.00,187.98,0,1,2,1,0.00,0.00,187.98,64.99
851,22,3230.43,146.84,91.83,4.17,8-Jun-18,3-Jun-21,49.59,144,3,2,0,4,2,4,7,355.98,314.99,0.00,562.97,204.98,712.56,1078.95,1,4,6,11,93.99,400.96,1146.08,1589.40,2,10,6,4,199.98,1373.02,860.44,796.99
873,4,3191.18,797.80,11.98,3.00,27-May-17,3-Jun-21,367,144,2,0,0,1,0,1,0,2099.00,0.00,0.00,145.99,0.00,946.19,0.00,1,2,0,1,145.99,2099.00,0.00,946.19,2,1,1,0,2099.00,946.19,145.99,0.00
1269,19,2765.65,145.56,78.85,4.15,19-Jun-15,3-Jun-21,114.53,144,1,2,4,6,3,2,1,455.00,203.98,920.56,724.56,255.38,142.18,63.99,5,2,3,9,883.16,734.58,313.97,833.94,3,6,5,5,347.98,1131.94,345.36,940.37
2852,14,2005.67,143.26,74.87,5.35,24-Oct-17,3-Jun-21,94.14,144,0,3,4,2,2,0,3,0.00,471.97,578.97,164.38,358.18,0.00,432.17,4,2,6,2,559.36,343.18,748.15,354.98,1,5,4,4,172.19,652.36,723.96,457.16
5550,18,1500.12,83.34,94.82,5.27,13-Jun-17,3-Jun-21,80.61,144,4,3,0,4,4,3,0,236.16,204.17,0.00,324.86,444.96,289.97,0.00,3,4,5,6,215.97,226.16,456.85,601.14,4,5,4,5,556.96,475.85,235.36,231.95
8558,13,1232.13,94.78,13.93,1.07,11-Feb-14,3-Jun-21,205.31,144,1,3,1,2,2,3,1,119.00,242.00,0.00,125.59,335.90,409.64,0.00,3,5,3,2,336.39,344.70,211.94,339.10,0,2,2,9,0.00,133.05,329.80,769.28
10177,16,1130.66,70.67,72.86,4.55,13-Jul-20,3-Jun-21,20.31,144,2,0,1,4,6,1,2,125.99,0.00,40.99,274.37,475.14,140.19,73.98,7,2,3,4,445.34,89.99,255.17,340.16,0,6,7,3,0.00,413.35,439.14,278.17
57010,4,384.48,96.12,12.98,3.25,27-Jan-15,3-Jun-21,579.75,144,0,1,0,1,0,1,1,0.00,145.00,0.00,83.49,0.00,75.00,80.99,1,0,1,2,83.49,0.00,80.99,220.00,0,2,2,0,0.00,228.49,155.99,0.00
91454,23,250.82,10.91,94.82,4.12,15-Apr-19,3-Jun-21,33.91,144,5,10,3,4,1,0,0,53.97,102.92,37.98,47.96,7.99,0.00,0.00,7,2,3,11,84.94,24.98,28.98,111.92,2,12,6,3,20.98,127.90,63.96,37.98
143601,2,153.54,76.77,10.94,5.47,29-Jul-14,3-Jun-21,1250.5,144,0,1,0,1,0,0,0,0.00,53.95,0.00,99.59,0.00,0.00,0.00,1,0,0,1,99.59,0.00,0.00,53.95,0,0,1,1,0.00,0.00,53.95,99.59
325,18,4605.97,255.89,21.97,1.22,13-May-14,2-Jun-21,143.17,145,0,4,2,2,6,0,4,0.00,909.99,443.00,615.98,1410.00,0.00,1227.00,8,4,5,1,2069.00,1014.99,1205.99,315.99,0,8,3,7,0.00,2092.98,805.99,1707.00
528,15,3851.88,256.79,71.88,4.79,29-Dec-16,2-Jun-21,107.73,145,0,5,4,6,0,0,0,0.00,1038.95,906.99,1905.94,0.00,0.00,0.00,6,1,3,5,1329.97,255.99,1276.97,988.95,1,4,3,7,353.99,1343.96,1148.97,1004.96
1387,17,2663.44,156.67,86.84,5.11,25-Sep-15,2-Jun-21,122.18,145,2,4,2,2,6,0,1,268.98,706.96,269.98,223.99,1049.94,0.00,143.59,3,2,3,9,561.97,342.98,296.57,1461.92,0,10,5,2,0.00,1681.50,727.96,253.98
4897,17,1588.56,93.44,89.86,5.29,3-Mar-19,2-Jun-21,48.35,145,0,0,7,5,3,0,2,0.00,0.00,753.95,280.96,278.07,0.00,275.58,8,2,6,1,815.55,143.98,546.54,82.49,1,2,7,7,172.49,149.98,528.53,737.56
6400,12,1408.87,117.41,50.87,4.24,4-Feb-14,2-Jun-21,222.92,145,1,2,4,2,0,2,1,54.99,221.99,675.48,99.98,0.00,252.48,103.95,5,2,4,1,734.48,370.48,258.92,44.99,0,1,7,4,0.00,207.49,781.39,419.99
39126,3,511.00,170.33,9.90,3.30,30-Jul-14,2-Jun-21,833,145,0,0,2,1,0,0,0,0.00,0.00,389.95,121.05,0.00,0.00,0.00,2,0,0,1,441.05,0.00,0.00,69.95,0,1,1,1,0.00,69.95,320.00,121.05
147789,2,147.95,73.98,4.95,2.48,12-Jun-14,2-Jun-21,1273.5,145,0,0,1,1,0,0,0,0.00,0.00,68.00,79.95,0.00,0.00,0.00,1,1,0,0,68.00,79.95,0.00,0.00,0,0,0,2,0.00,0.00,0.00,147.95
307,11,4735.66,430.51,21.96,2.00,11-Nov-17,1-Jun-21,118,146,2,1,2,1,0,3,2,1375.00,94.99,211.09,472.09,0.00,1206.49,1376.00,4,2,1,4,1658.08,581.00,345.00,2151.58,1,1,8,1,345.00,131.09,4179.57,80.00
452,18,4048.07,224.89,43.92,2.44,19-Oct-19,1-Jun-21,32.83,146,2,1,1,2,2,7,3,225.98,314.54,56.99,552.50,451.99,1657.34,788.73,2,6,5,5,346.53,1301.71,1068.59,1331.24,0,4,3,11,0.00,936.49,1270.00,1841.58
479,10,3977.64,397.76,32.94,3.29,28-Apr-17,1-Jun-21,149.5,146,1,2,3,1,1,1,1,534.99,1192.38,785.79,309.00,314.30,315.99,525.19,2,1,5,2,1033.19,315.99,1845.97,782.49,0,1,1,8,0.00,315.99,309.00,3352.65
1720,21,2470.43,117.64,109.73,5.23,6-May-14,1-Jun-21,123,146,1,9,2,3,6,0,0,173.99,910.84,290.98,213.97,880.65,0.00,0.00,8,2,6,5,823.85,270.98,634.19,741.41,1,6,3,11,69.99,613.15,268.47,1518.82
2153,17,2255.07,132.65,71.87,4.23,6-Dec-20,1-Jun-21,10.41,146,7,1,0,0,2,3,4,818.17,166.99,0.00,0.00,223.98,461.97,583.96,5,3,6,3,781.16,486.97,627.97,358.97,2,2,2,11,320.98,218.98,299.98,1415.13
9669,19,1160.94,61.10,81.84,4.31,14-Jul-16,1-Jun-21,93.84,146,1,3,2,3,5,4,1,40.99,205.07,73.98,260.97,346.97,193.97,38.99,7,3,2,7,486.06,135.97,68.98,469.93,2,4,2,11,103.99,321.96,89.98,645.01
9921,7,1144.85,163.55,38.90,5.56,29-Mar-14,1-Jun-21,374.43,146,1,2,1,1,0,2,0,171.99,220.98,54.99,212.99,0.00,483.90,0.00,2,1,1,3,220.98,54.99,212.99,655.89,0,0,3,4,0.00,0.00,433.97,710.88
14695,8,933.85,116.73,25.95,3.24,6-Dec-14,1-Jun-21,296.13,146,1,1,3,0,0,1,2,99.49,97.19,395.19,0.00,0.00,104.00,237.98,2,4,1,1,201.19,285.67,147.99,299.00,0,5,2,1,0.00,598.68,187.18,147.99
26780,5,657.09,131.42,5.99,1.20,26-Nov-14,1-Jun-21,475.8,146,0,2,2,0,1,0,0,0.00,247.00,355.09,0.00,55.00,0.00,0.00,1,1,2,1,129.00,55.00,246.99,226.10,0,2,2,1,0.00,183.99,344.10,129.00
50080,3,425.99,142.00,4.99,1.66,21-Apr-14,1-Jun-21,866,146,1,1,0,0,1,0,0,115.00,160.99,0.00,0.00,150.00,0.00,0.00,1,0,1,1,160.99,0.00,115.00,150.00,0,0,0,3,0.00,0.00,0.00,425.99
75706,5,300.95,60.19,25.95,5.19,30-Mar-15,1-Jun-21,451,146,1,2,1,0,1,0,0,45.99,119.98,99.99,0.00,34.99,0.00,0.00,2,0,0,3,114.98,0.00,0.00,185.97,1,1,3,0,34.99,79.99,185.97,0.00
24,30,11661.81,388.73,125.81,4.19,28-May-17,31-May-21,48.8,147,5,4,5,1,5,6,4,2224.97,1899.97,2356.97,159.99,1576.97,2510.96,931.98,7,9,7,7,1895.94,3933.95,3654.97,2176.95,1,10,15,4,486.00,3422.93,6445.92,1306.96
648,26,3603.35,138.59,25.95,1.00,25-Feb-18,31-May-21,45.81,147,6,4,5,0,3,2,6,1088.19,246.19,632.98,0.00,663.00,412.00,560.99,13,2,8,3,1560.37,472.00,971.99,598.99,0,2,16,8,0.00,435.00,1862.18,1306.17
1794,21,2429.56,115.69,76.86,3.66,19-Jul-20,31-May-21,15.05,147,2,0,2,7,5,2,3,261.98,0.00,66.19,855.96,674.98,207.48,362.97,5,4,9,3,345.66,744.99,868.94,469.97,3,4,5,9,344.97,646.97,451.17,986.45
1985,26,2338.81,89.95,96.81,3.72,13-Jun-18,31-May-21,41.65,147,4,9,4,2,2,1,4,305.98,852.13,372.17,177.98,205.18,100.00,325.37,5,2,7,12,539.16,211.18,712.15,876.32,0,2,17,7,0.00,112.19,1436.28,790.34
2988,18,1962.22,109.01,91.82,5.10,6-Aug-20,31-May-21,16.56,147,2,4,3,2,2,3,2,505.98,295.16,214.97,199.98,293.98,326.97,125.18,4,4,3,7,344.96,316.16,550.97,750.13,1,1,6,10,68.99,256.99,606.94,1029.30
21798,10,747.43,74.74,50.78,5.08,28-Nov-14,31-May-21,237.6,147,2,1,1,1,3,1,1,77.38,105.99,76.20,122.95,159.93,44.99,159.99,2,2,2,4,114.98,126.19,265.98,240.28,0,2,7,1,0.00,89.98,607.46,49.99
50431,3,423.98,141.33,11.98,3.99,5-Apr-15,31-May-21,749.33,147,1,0,0,0,0,1,1,172.39,0.00,0.00,0.00,0.00,85.99,165.60,1,0,0,2,165.60,0.00,0.00,258.38,0,0,1,2,0.00,0.00,172.39,251.59
188,50,5458.29,109.17,186.69,3.73,25-Mar-18,30-May-21,23.24,148,14,5,7,6,8,3,7,1254.47,603.47,557.26,715.38,842.32,486.67,998.72,11,6,17,16,1703.68,432.55,1810.09,1511.97,0,8,23,19,0.00,748.33,2795.05,1914.91
2021,20,2324.84,116.24,89.84,4.49,20-Nov-18,30-May-21,46.1,148,1,5,2,3,3,1,5,129.19,458.17,121.98,258.07,532.49,104.99,719.95,5,7,3,5,585.95,730.34,236.98,771.57,2,8,5,5,69.19,1151.94,610.76,492.95
3450,14,1851.86,132.28,78.86,5.63,9-May-18,30-May-21,79.79,148,2,3,3,1,2,1,2,200.98,290.97,530.97,151.99,309.98,105.99,260.98,8,1,2,3,985.92,73.99,343.98,447.97,4,1,6,3,425.96,243.99,813.94,367.97
7061,13,1348.10,103.70,29.90,2.30,24-Nov-14,30-May-21,183,148,2,0,4,0,0,3,4,319.95,0.00,372.96,0.00,0.00,359.00,296.19,3,0,4,6,359.00,0.00,546.97,442.13,0,5,1,7,0.00,401.14,215.00,731.96
40520,2,498.94,249.47,14.94,7.47,20-Feb-14,30-May-21,1328,148,0,0,0,1,0,0,1,0.00,0.00,0.00,293.95,0.00,0.00,204.99,0,0,1,1,0.00,0.00,293.95,204.99,1,1,0,0,293.95,204.99,0.00,0.00
138601,2,160.00,80.00,0.00,0.00,18-Dec-14,30-May-21,1177.5,148,0,0,0,1,0,0,1,0.00,0.00,0.00,125.00,0.00,0.00,35.00,0,0,1,1,0.00,0.00,125.00,35.00,0,1,0,1,0.00,35.00,0.00,125.00
597,12,3719.98,310.00,12.98,1.08,28-Jan-20,29-May-21,40.58,149,1,2,0,4,0,2,3,36.00,216.99,0.00,1535.00,0.00,1428.00,503.99,2,2,2,6,1260.00,238.00,124.99,2096.99,2,4,4,2,124.99,1848.99,1637.00,109.00
1915,18,2372.62,131.81,125.82,6.99,9-Nov-18,29-May-21,51.78,149,3,5,0,2,2,3,3,415.97,595.65,0.00,237.98,323.98,356.07,442.97,3,3,6,6,297.47,356.47,747.64,971.04,2,6,6,4,242.58,1124.64,562.94,442.46
4104,8,1711.64,213.96,9.94,1.24,6-Feb-15,29-May-21,288,149,1,0,1,3,2,1,0,171.00,0.00,289.74,680.00,295.90,275.00,0.00,2,2,2,2,215.90,682.74,365.00,448.00,2,0,3,3,424.00,0.00,796.74,490.90
5216,15,1544.36,102.96,78.86,5.26,7-Jan-19,29-May-21,58.2,149,3,2,1,0,2,4,3,278.97,276.98,171.99,0.00,189.58,376.87,249.97,7,2,2,4,701.43,273.98,312.08,256.87,2,4,7,2,141.58,532.46,625.34,244.98
5340,7,1524.75,217.82,24.95,3.56,16-Jun-14,29-May-21,362.71,149,1,0,1,1,3,1,0,315.00,0.00,58.09,129.99,967.18,54.49,0.00,1,2,1,3,129.99,212.08,315.00,867.68,1,5,1,0,54.49,1155.26,315.00,0.00
7981,16,1274.56,79.66,80.86,5.05,8-Jul-20,29-May-21,20.31,149,3,0,3,4,1,5,0,166.98,0.00,332.97,286.57,144.99,343.05,0.00,3,1,3,9,221.97,167.99,85.98,798.62,4,4,5,3,302.97,302.06,372.56,296.97
46406,7,451.87,64.55,23.87,3.41,29-Jun-14,29-May-21,360.86,149,0,1,2,0,1,2,1,0.00,115.99,131.94,0.00,4.95,88.99,110.00,1,0,1,5,51.99,0.00,79.95,319.93,1,0,5,1,79.95,0.00,319.93,51.99
179,24,5557.64,231.57,100.84,4.20,21-Dec-18,28-May-21,37.04,150,2,4,1,6,7,1,3,499.99,832.27,288.99,1488.46,1412.95,207.99,826.99,6,0,1,17,1448.97,0.00,320.99,3787.68,7,4,8,5,1531.96,1140.47,1786.96,1098.25
319,29,4659.65,160.68,135.75,4.68,29-Dec-16,28-May-21,55.55,150,2,5,2,4,6,8,2,280.99,939.96,410.98,319.97,1068.84,1283.92,354.99,11,2,3,13,1755.40,421.98,283.97,2198.30,2,8,4,15,159.98,1475.83,800.96,2222.88
371,20,4338.84,216.94,95.84,4.79,23-Oct-16,28-May-21,83.9,150,2,3,1,2,4,2,6,335.98,608.98,146.99,666.98,503.99,316.98,1758.94,6,3,5,6,1668.96,979.97,1050.95,638.96,1,2,10,7,146.99,576.98,2025.93,1588.94
538,32,3836.51,119.89,144.71,4.52,4-Jun-20,28-May-21,11.19,150,6,1,5,4,6,3,7,665.14,388.99,457.37,382.96,720.34,326.17,895.54,10,4,5,13,900.71,407.16,420.15,2108.49,2,13,11,6,301.18,1545.90,1545.49,443.94
970,7,3065.07,437.87,14.97,2.14,2-Oct-18,28-May-21,138.43,150,0,1,0,1,2,1,2,0.00,299.00,0.00,178.99,1394.09,299.00,893.99,4,0,0,3,1551.99,0.00,0.00,1513.08,0,4,3,0,0.00,1572.07,1493.00,0.00
2363,16,2167.25,135.45,97.85,6.12,2-Aug-20,28-May-21,18.69,150,0,1,1,1,11,0,2,0.00,288.99,125.09,69.99,1436.20,0.00,246.98,1,5,4,6,186.99,771.05,436.27,772.94,1,4,10,1,129.99,384.96,1582.31,69.99
3725,15,1788.85,119.26,84.85,5.66,20-Nov-18,28-May-21,61.33,150,1,4,3,5,2,0,0,175.99,402.96,465.97,480.95,262.98,0.00,0.00,1,1,6,7,159.99,175.99,751.94,700.93,1,3,9,2,125.99,426.97,1141.91,93.98
9265,14,1185.69,84.69,58.89,4.21,26-May-14,28-May-21,182.79,150,1,1,1,0,4,4,3,115.00,64.99,97.79,0.00,373.97,348.96,184.98,2,4,2,6,172.78,289.97,154.98,567.96,0,8,2,4,0.00,729.93,124.99,330.77
13051,5,995.48,199.10,11.98,2.40,11-Feb-14,28-May-21,532.6,150,0,2,1,1,1,0,0,0.00,349.49,340.00,39.00,266.99,0.00,0.00,0,1,1,3,0.00,49.50,340.00,605.98,0,3,2,0,0.00,605.98,389.50,0.00
14961,3,925.14,308.38,15.94,5.31,20-Jun-14,28-May-21,844.67,150,0,0,0,0,3,0,0,0.00,0.00,0.00,0.00,925.14,0.00,0.00,0,0,2,1,0.00,0.00,847.95,77.19,0,1,1,1,0.00,77.19,268.95,579.00
21141,6,760.90,126.82,33.90,5.65,17-Jul-14,28-May-21,417.83,150,0,0,0,1,2,1,2,0.00,0.00,0.00,59.95,201.98,216.99,281.98,2,0,1,3,166.48,0.00,59.95,534.47,0,2,2,2,0.00,323.98,270.44,166.48
23271,12,718.93,59.91,15.93,1.33,17-Jul-14,28-May-21,208.92,150,1,0,0,1,7,0,3,90.00,0.00,0.00,64.95,422.99,0.00,140.99,0,3,1,8,0.00,140.99,64.95,512.99,0,5,0,7,0.00,285.93,0.00,433.00
24537,7,694.88,99.27,21.88,3.13,8-Nov-14,28-May-21,341.86,150,1,0,0,2,1,2,1,250.00,0.00,0.00,149.99,145.00,73.90,75.99,0,2,2,3,0.00,289.95,87.94,316.99,0,4,1,2,0.00,524.98,33.95,135.95
24884,10,688.90,68.89,29.70,2.97,14-Apr-14,28-May-21,260.1,150,4,1,0,2,1,1,1,283.85,84.95,0.00,116.90,109.00,4.95,89.25,1,3,3,3,76.95,259.70,153.35,198.90,4,4,2,0,198.80,291.85,198.25,0.00
32344,4,581.98,145.50,19.88,4.97,2-May-14,28-May-21,645.75,150,1,0,1,0,2,0,0,379.99,0.00,54.95,0.00,147.04,0.00,0.00,1,1,0,2,61.95,379.99,0.00,140.04,0,2,2,0,0.00,147.04,434.94,0.00
2506,19,2116.63,111.40,107.83,5.68,17-May-18,27-May-21,58.21,151,1,1,4,4,2,6,1,94.99,82.99,723.17,394.16,270.18,444.15,106.99,2,5,6,6,285.98,503.15,441.95,885.55,3,3,3,10,417.17,353.78,300.57,1045.11
3345,14,1873.37,133.81,79.87,5.71,8-Jun-20,27-May-21,25.21,151,1,0,4,3,3,0,3,179.99,0.00,439.97,392.97,465.97,0.00,394.47,2,6,1,5,116.99,827.44,177.99,750.95,2,7,2,3,280.98,728.44,356.98,506.97
5420,6,1513.93,252.32,15.93,2.66,24-Jun-14,27-May-21,421.5,151,1,1,2,2,0,0,0,143.99,83.95,485.00,800.99,0.00,0.00,0.00,1,2,0,3,369.00,271.99,0.00,872.94,1,0,2,3,116.00,0.00,239.94,1157.99
6242,16,1423.97,89.00,76.87,4.80,31-Jul-16,27-May-21,110.06,151,0,4,1,6,3,0,2,0.00,389.07,45.99,595.94,102.99,0.00,289.98,4,2,3,7,469.96,162.09,170.97,620.95,2,8,6,0,214.98,621.95,587.04,0.00
54,45,8605.24,191.23,132.74,2.95,29-Mar-18,26-May-21,25.64,152,4,7,8,9,7,6,4,702.97,1354.94,1911.95,1584.97,1049.46,1148.98,851.97,7,11,8,19,1604.95,1824.94,1324.43,3850.92,1,14,24,6,337.00,2209.90,5230.37,827.97
118,37,6324.41,170.93,53.91,1.46,7-Sep-17,26-May-21,36.68,152,6,7,5,5,5,1,8,598.30,1668.27,2019.53,898.59,366.39,200.99,572.34,2,9,8,18,255.75,964.06,570.98,4533.62,4,7,5,21,163.39,1910.99,1090.97,3159.06
383,29,4274.77,147.41,129.77,4.47,22-Apr-17,26-May-21,51.55,152,2,0,5,7,3,10,2,389.98,0.00,740.97,1168.95,327.98,1552.91,93.98,10,3,8,8,1188.93,352.97,1320.94,1411.93,2,6,8,13,93.98,1485.96,1142.94,1551.89
548,5,3811.97,762.39,17.97,3.59,29-Sep-18,26-May-21,194,152,0,1,3,0,0,1,0,0.00,85.99,2345.99,0.00,0.00,1379.99,0.00,2,0,1,2,2165.99,0.00,85.99,1559.99,1,0,4,0,85.99,0.00,3725.98,0.00
1846,19,2405.84,126.62,91.84,4.83,26-Mar-18,26-May-21,60.89,152,1,0,2,4,0,6,6,90.99,0.00,229.38,616.16,0.00,401.97,1067.34,3,2,7,7,594.37,247.38,712.36,851.73,0,1,8,10,0.00,65.39,1439.72,900.73
1967,17,2349.48,138.20,71.88,4.23,31-Mar-18,26-May-21,67.76,152,3,2,3,2,3,3,1,290.00,172.98,252.98,500.99,581.97,387.57,162.99,4,8,2,3,577.56,1292.96,238.98,239.98,4,6,3,4,599.96,1140.55,231.98,376.99
2157,11,2251.16,204.65,24.96,2.27,12-Dec-14,26-May-21,214.27,152,1,2,2,2,1,3,0,190.99,485.00,345.18,371.00,0.00,858.99,0.00,4,3,2,2,973.98,430.99,603.00,243.19,0,0,6,5,0.00,0.00,1191.19,1059.97
2938,24,1978.87,82.45,75.86,3.16,17-Jul-17,26-May-21,58.71,152,2,4,6,3,2,0,7,358.09,171.61,412.08,153.44,105.58,0.00,778.07,4,3,4,13,388.61,231.12,267.74,1091.40,2,6,11,5,335.84,395.61,680.18,567.24
5953,16,1454.95,90.93,86.85,5.43,28-Jul-18,26-May-21,64.56,152,2,1,3,2,2,4,2,307.98,56.99,109.98,156.98,357.98,304.06,160.98,1,3,6,6,104.99,389.07,509.94,450.95,3,2,8,3,343.97,116.98,598.03,395.97
6780,10,1371.81,137.18,20.96,2.10,6-Feb-14,26-May-21,266.6,152,1,0,2,4,2,0,1,90.49,0.00,202.58,504.75,373.00,0.00,200.99,5,0,4,1,590.33,0.00,753.99,27.49,0,3,4,3,0.00,400.58,539.24,431.99
24278,5,699.68,139.94,15.93,3.19,8-May-14,26-May-21,515,152,0,1,3,1,0,0,0,0.00,69.95,310.23,319.50,0.00,0.00,0.00,0,4,0,1,0.00,552.69,0.00,146.99,0,3,1,1,0.00,290.93,89.25,319.50
46542,5,450.77,90.15,17.92,3.58,11-Dec-14,26-May-21,471.6,152,0,1,1,2,1,0,0,0.00,225.00,85.09,101.69,38.99,0.00,0.00,1,1,1,2,225.00,68.70,32.99,124.08,0,1,1,3,0.00,38.99,225.00,186.78
50278,3,424.98,141.66,12.98,4.33,13-Apr-14,26-May-21,866.67,152,1,0,1,0,0,0,1,70.99,0.00,234.99,0.00,0.00,0.00,119.00,0,1,0,2,0.00,119.00,0.00,305.98,0,1,1,1,0.00,234.99,70.99,119.00
59173,5,372.89,74.58,13.89,2.78,5-Jul-14,26-May-21,503.4,152,0,1,2,1,0,1,0,0.00,122.99,110.00,79.95,0.00,59.95,0.00,1,1,0,3,59.95,79.95,0.00,232.99,1,1,3,0,122.99,75.00,174.90,0.00
78146,6,292.06,48.68,17.96,2.99,30-Dec-14,26-May-21,389.83,152,0,1,1,3,1,0,0,0.00,55.00,58.09,137.98,40.99,0.00,0.00,2,1,0,3,98.99,38.99,0.00,154.08,0,2,1,3,0.00,97.08,40.99,153.99
136993,2,162.49,81.25,5.99,3.00,20-Aug-14,26-May-21,1235.5,152,0,0,2,0,0,0,0,0.00,0.00,162.49,0.00,0.00,0.00,0.00,0,0,1,1,0.00,0.00,125.00,37.49,0,0,0,2,0.00,0.00,0.00,162.49
